Cód.IBGE_6,Cód.IBGE_7,UF,Município,2020,2021,2022,2023,2024,2025
170290,1702901,TO,Axixá do Tocantins,9'787,9'817,10'262,10'586,10'663,10'732
170300,1703008,TO,Babaçulândia,10'666,10'668,7'880,7'929,7'779,7'636
170305,1703057,TO,Bandeirantes do Tocantins,3'592,3'631,3'407,3'481,3'534,3'555
170307,1703073,TO,Barra do Ouro,4'632,4'673,4'476,4'611,4'641,4'667
170310,1703107,TO,Barrolândia,5'651,5'669,4'846,4'948,4'915,4'890
170320,1703206,TO,Bernardo Sayão,4'448,4'439,4'229,4'319,4'316,4'307
170330,1703305,TO,Bom Jesus do Tocantins,5'008,5'120,4'038,4'133,4'181,4'201
170360,1703602,TO,Brasilândia do Tocantins,2'211,2'221,1'974,2'001,2'016,2'013
170370,1703701,TO,Brejinho de Nazaré,5'519,5'540,4'725,4'810,4'796,4'774
170380,1703800,TO,Buriti do Tocantins,11'497,11'644,10'307,10'632,10'654,10'696
170382,1703826,TO,Cachoeirinha,2'284,2'293,1'961,1'977,1'991,1'982
170384,1703842,TO,Campos Lindos,10'312,10'505,8'653,8'901,8'951,8'990
170386,1703867,TO,Cariri do Tocantins,4'441,4'499,4'007,4'117,4'147,4'166
170388,1703883,TO,Carmolândia,2'603,2'627,2'201,2'236,2'246,2'242
170389,1703891,TO,Carrasco Bonito,4'130,4'165,3'318,3'354,3'362,3'344
170390,1703909,TO,Caseara,5'442,5'514,4'847,4'976,5'009,5'028
170410,1704105,TO,Centenário,2'936,2'966,2'131,2'139,2'135,2'111
170460,1704600,TO,Chapada de Areia,1'410,1'415,1'501,1'522,1'563,1'574
170510,1705102,TO,Chapada da Natividade,3'331,3'330,3'117,3'162,3'182,3'176
170550,1705508,TO,Colinas do Tocantins,35'851,36'271,34'233,35'678,35'957,36'209
170555,1705557,TO,Combinado,4'861,4'870,4'756,4'889,4'896,4'906
170560,1705607,TO,Conceição do Tocantins,4'087,4'070,3'887,3'958,3'956,3'942
170600,1706001,TO,Couto Magalhães,5'639,5'690,5'331,5'493,5'515,5'540
170610,1706100,TO,Cristalândia,7'278,7'268,6'371,6'490,6'437,6'392
170625,1706258,TO,Crixás do Tocantins,1'735,1'749,1'470,1'474,1'499,1'494
170650,1706506,TO,Darcinópolis,6'174,6'250,5'827,6'003,6'054,6'093
170700,1707009,TO,Dianópolis,22'424,22'704,17'739,18'145,18'031,17'966
170710,1707108,TO,Divinópolis do Tocantins,6'943,6'986,7'024,7'255,7'297,7'343
170720,1707207,TO,Dois Irmãos do Tocantins,7'185,7'173,6'327,6'449,6'395,6'352
170730,1707306,TO,Dueré,4'686,4'686,4'248,4'338,4'321,4'304
170740,1707405,TO,Esperantina,11'139,11'280,7'530,7'617,7'493,7'385
170755,1707553,TO,Fátima,3'830,3'824,3'467,3'512,3'520,3'503
170765,1707652,TO,Figueirópolis,5'243,5'222,5'211,5'339,5'336,5'334
170770,1707702,TO,Filadélfia,8'874,8'892,7'712,7'891,7'823,7'784
170820,1708205,TO,Formoso do Araguaia,18'399,18'358,18'881,19'419,19'428,19'473
170825,1708254,TO,Tabocão,2'602,2'615,3'455,3'587,3'676,3'741
170830,1708304,TO,Goianorte,5'130,5'136,4'738,4'846,4'840,4'832
170900,1709005,TO,Goiatins,13'095,13'169,12'433,12'785,12'816,12'851
170930,1709302,TO,Guaraí,26'165,26'403,24'775,25'560,25'681,25'831
170950,1709500,TO,Gurupi,87'545,88'428,85'125,88'921,89'574,90'209
170980,1709807,TO,Ipueiras,2'052,2'088,1'590,1'605,1'627,1'626
171050,1710508,TO,Itacajá,7'452,7'471,6'819,6'984,6'969,6'959
171070,1710706,TO,Itaguatins,5'832,5'801,5'172,5'260,5'206,5'160
171090,1710904,TO,Itapiratins,3'795,3'814,3'577,3'645,3'679,3'685
171110,1711100,TO,Itaporã do Tocantins,2'420,2'412,2'404,2'447,2'464,2'464
171150,1711506,TO,Jaú do Tocantins,3'878,3'906,3'334,3'409,3'403,3'396
171180,1711803,TO,Juarina,2'184,2'174,2'243,2'275,2'305,2'308
171190,1711902,TO,Lagoa da Confusão,13'676,13'989,15'288,15'852,16'312,16'629
171195,1711951,TO,Lagoa do Tocantins,4'393,4'470,3'516,3'583,3'610,3'613
171200,1712009,TO,Lajeado,3'167,3'199,3'357,3'459,3'520,3'559
171215,1712157,TO,Lavandeira,1'954,1'984,1'626,1'644,1'673,1'676
171240,1712405,TO,Lizarda,3'733,3'727,2'999,3'007,2'991,2'950
171245,1712454,TO,Luzinópolis,3'154,3'200,2'717,2'778,2'803,2'811
171250,1712504,TO,Marianópolis do Tocantins,5'254,5'332,4'615,4'743,4'772,4'793
171270,1712702,TO,Mateiros,2'729,2'773,2'748,2'813,2'888,2'922
171280,1712801,TO,Maurilândia do Tocantins,3'448,3'470,3'095,3'151,3'171,3'171
171320,1713205,TO,Miracema do Tocantins,17'936,17'628,18'566,18'980,18'787,18'679
171330,1713304,TO,Miranorte,13'493,13'551,12'701,13'071,13'056,13'073
171360,1713601,TO,Monte do Carmo,8'066,8'182,5'694,5'775,5'722,5'667
171370,1713700,TO,Monte Santo do Tocantins,2'295,2'311,2'396,2'454,2'500,2'521
171380,1713809,TO,Palmeiras do Tocantins,6'745,6'830,4'872,4'939,4'897,4'850
171395,1713957,TO,Muricilândia,3'587,3'623,3'367,3'454,3'485,3'501
171420,1714203,TO,Natividade,9'250,9'256,8'754,8'982,8'961,8'956
171430,1714302,TO,Nazaré,3'834,3'772,4'521,4'656,4'660,4'672
171488,1714880,TO,Nova Olinda,11'917,12'014,10'367,10'655,10'609,10'600
171500,1715002,TO,Nova Rosalândia,4'304,4'348,3'362,3'397,3'403,3'382
171510,1715101,TO,Novo Acordo,4'397,4'450,3'969,4'069,4'102,4'118
171515,1715150,TO,Novo Alegre,2'332,2'332,1'846,1'835,1'841,1'817
171525,1715259,TO,Novo Jardim,2'745,2'768,2'230,2'241,2'263,2'251
171550,1715507,TO,Oliveira de Fátima,1'118,1'124,1'164,1'175,1'211,1'220
171570,1715705,TO,Palmeirante,6'131,6'234,4'798,4'920,4'909,4'905
171575,1715754,TO,Palmeirópolis,7'676,7'694,6'975,7'151,7'119,7'104
171610,1716109,TO,Paraíso do Tocantins,51'891,52'521,52'360,54'515,55'164,55'704
171620,1716208,TO,Paranã,10'437,10'426,10'542,10'864,10'854,10'877
171630,1716307,TO,Pau D'Arco,4'867,4'885,4'043,4'102,4'085,4'057
171650,1716505,TO,Pedro Afonso,13'773,13'964,14'055,14'545,14'731,14'895
171660,1716604,TO,Peixe,11'873,11'996,9'317,9'523,9'438,9'384
171665,1716653,TO,Pequizeiro,5'512,5'546,4'921,5'045,5'038,5'035
171670,1716703,TO,Colméia,8'141,8'078,8'941,9'184,9'158,9'155
171700,1717008,TO,Pindorama do Tocantins,4'430,4'414,4'478,4'596,4'596,4'599
171720,1717206,TO,Piraquê,3'033,3'038,2'282,2'267,2'265,2'229
171750,1717503,TO,Pium,7'743,7'830,7'128,7'336,7'375,7'408
171780,1717800,TO,Ponte Alta do Bom Jesus,4'591,4'586,4'220,4'317,4'295,4'280
171790,1717909,TO,Ponte Alta do Tocantins,8'116,8'192,7'586,7'817,7'842,7'874
171800,1718006,TO,Porto Alegre do Tocantins,3'170,3'200,2'866,2'920,2'953,2'960
171820,1718204,TO,Porto Nacional,53'316,53'618,64'418,67'201,68'555,69'551
171830,1718303,TO,Praia Norte,8'498,8'563,9'044,9'368,9'460,9'552
171840,1718402,TO,Presidente Kennedy,3'676,3'668,3'047,3'069,3'051,3'016
171845,1718451,TO,Pugmil,2'717,2'746,2'193,2'213,2'231,2'223
171850,1718501,TO,Recursolândia,4'342,4'389,3'421,3'466,3'471,3'454
171855,1718550,TO,Riachinho,4'684,4'723,3'960,4'038,4'039,4'029
171865,1718659,TO,Rio da Conceição,2'171,2'211,1'768,1'790,1'822,1'827
171870,1718709,TO,Rio dos Bois,2'856,2'879,2'738,2'791,2'833,2'845
171875,1718758,TO,Rio Sono,6'488,6'498,4'841,4'861,4'798,4'718
171880,1718808,TO,Sampaio,4'794,4'876,4'215,4'335,4'372,4'397
171884,1718840,TO,Sandolândia,3'373,3'371,3'723,3'844,3'873,3'900
171886,1718865,TO,Santa Fé do Araguaia,7'595,7'678,7'216,7'445,7'489,7'533
171888,1718881,TO,Santa Maria do Tocantins,3'486,3'537,2'680,2'715,2'726,2'716
171889,1718899,TO,Santa Rita do Tocantins,2'386,2'407,2'219,2'248,2'291,2'299
171890,1718907,TO,Santa Rosa do Tocantins,4'846,4'864,4'653,4'756,4'789,4'799
171900,1719004,TO,Santa Tereza do Tocantins,2'897,2'928,2'781,2'839,2'889,2'907
172000,1720002,TO,Santa Terezinha do Tocantins,2'530,2'530,2'406,2'439,2'463,2'461
172010,1720101,TO,São Bento do Tocantins,5'391,5'457,5'654,5'869,5'936,6'004
172015,1720150,TO,São Félix do Tocantins,1'598,1'610,1'783,1'832,1'875,1'897
172020,1720200,TO,São Miguel do Tocantins,12'294,12'445,13'241,13'743,13'939,14'116
172025,1720259,TO,São Salvador do Tocantins,3'094,3'106,2'385,2'385,2'385,2'356
172030,1720309,TO,São Sebastião do Tocantins,4'852,4'898,4'100,4'195,4'189,4'182
172049,1720499,TO,São Valério,3'904,3'848,4'422,4'546,4'547,4'554
172065,1720655,TO,Silvanópolis,5'428,5'452,5'108,5'234,5'252,5'259
172080,1720804,TO,Sítio Novo do Tocantins,8'997,8'965,10'830,11'209,11'334,11'446
172085,1720853,TO,Sucupira,1'986,2'007,1'577,1'577,1'599,1'591
172090,1720903,TO,Taguatinga,16'825,16'966,14'011,14'337,14'247,14'199
172093,1720937,TO,Taipas do Tocantins,2'166,2'183,2'021,2'061,2'086,2'092
172097,1720978,TO,Talismã,2'812,2'831,2'456,2'484,2'509,2'505
172100,1721000,TO,Palmas,306'296,313'349,302'692,319'558,323'625,328'499
172110,1721109,TO,Tocantínia,7'617,7'688,7'459,7'677,7'751,7'802
172120,1721208,TO,Tocantinópolis,22'845,22'820,22'615,23'235,23'203,23'225
172125,1721257,TO,Tupirama,1'922,1'952,1'909,1'961,2'003,2'024
172130,1721307,TO,Tupiratins,2'729,2'785,1'874,1'895,1'897,1'886
172208,1722081,TO,Wanderlândia,11'734,11'783,10'522,10'799,10'751,10'734
172210,1722107,TO,Xambioá,11'520,11'500,10'517,10'765,10'683,10'636
210005,2100055,MA,Açailândia,113'121,113'783,106'550,110'521,110'506,110'611
210010,2100105,MA,Afonso Cunha,6'578,6'631,6'144,6'276,6'296,6'303
210015,2100154,MA,Água Doce do Maranhão,12'652,12'731,12'142,12'423,12'446,12'461
210020,2100204,MA,Alcântara,22'112,22'126,18'467,19'060,18'774,18'721
210030,2100303,MA,Aldeias Altas,26'757,26'979,23'286,23'855,23'782,23'776
210040,2100402,MA,Altamira do Maranhão,8'189,8'250,6'447,6'644,6'565,6'549
210043,2100436,MA,Alto Alegre do Maranhão,27'858,28'066,24'048,24'705,24'543,24'528
210047,2100477,MA,Alto Alegre do Pindaré,31'943,31'967,25'710,26'883,26'411,26'321
210050,2100501,MA,Alto Parnaíba,11'212,11'233,11'109,11'360,11'382,11'392
210055,2100550,MA,Amapá do Maranhão,7'005,7'047,7'170,7'307,7'364,7'380
210060,2100600,MA,Amarante do Maranhão,41'729,42'017,37'085,38'471,38'333,38'335
210070,2100709,MA,Anajatuba,26'988,27'170,25'322,26'184,26'221,26'250
210080,2100808,MA,Anapurus,15'894,16'054,13'793,14'149,14'111,14'113
210083,2100832,MA,Apicum-Açu,17'413,17'582,17'519,17'815,17'984,18'033
210087,2100873,MA,Araguanã,15'551,15'675,11'181,11'567,11'347,11'297
210090,2100907,MA,Araioses,46'771,47'095,39'052,40'614,40'278,40'231
210095,2100956,MA,Arame,32'764,32'825,25'517,26'634,26'191,26'089
210100,2101004,MA,Arari,29'932,30'014,29'472,30'494,30'521,30'555
210110,2101103,MA,Axixá,12'183,12'234,11'790,12'076,12'079,12'091
210120,2101202,MA,Bacabal,104'790,105'094,103'711,107'392,107'620,107'755
210125,2101251,MA,Bacabeira,17'252,17'446,16'966,17'267,17'414,17'459
210130,2101301,MA,Bacuri,18'654,18'726,16'290,16'729,16'610,16'591
210135,2101350,MA,Bacurituba,5'670,5'696,5'252,5'381,5'374,5'375
210140,2101400,MA,Balsas,95'929,96'951,101'767,104'507,106'094,105'974
210150,2101509,MA,Barão de Grajaú,18'924,19'026,18'984,19'385,19'458,19'493
210160,2101608,MA,Barra do Corda,88'492,88'895,84'532,87'633,87'672,87'757
210170,2101707,MA,Barreirinhas,63'217,63'891,65'589,67'172,67'999,68'234
210173,2101731,MA,Belágua,7'528,7'586,8'460,8'553,8'716,8'751
210177,2101772,MA,Bela Vista do Maranhão,11'279,11'347,11'750,11'989,12'073,12'104
210180,2101806,MA,Benedito Leite,5'638,5'643,5'469,5'595,5'597,5'599
210190,2101905,MA,Bequimão,21'299,21'317,19'584,20'121,19'983,19'968
210193,2101939,MA,Bernardo do Mearim,6'073,6'102,5'840,5'975,5'983,5'989
210197,2101970,MA,Boa Vista do Gurupi,8'382,8'494,7'574,7'751,7'769,7'781
210200,2102002,MA,Bom Jardim,41'822,42'010,33'100,34'567,34'035,33'936
210203,2102036,MA,Bom Jesus das Selvas,34'567,35'095,28'599,29'653,29'588,29'606
210207,2102077,MA,Bom Lugar,16'438,16'578,12'212,12'619,12'414,12'371
210210,2102101,MA,Brejo,36'651,36'900,34'120,35'337,35'322,35'354
210215,2102150,MA,Brejo de Areia,9'014,8'841,9'218,9'492,9'387,9'363
210220,2102200,MA,Buriti,28'798,28'916,29'685,30'596,30'799,30'866
210230,2102309,MA,Buriti Bravo,23'939,23'993,22'455,23'049,22'940,22'938
210232,2102325,MA,Buriticupu,72'983,73'595,55'499,57'827,56'896,56'733
210235,2102358,MA,Buritirana,15'467,15'503,12'918,13'326,13'157,13'125
210237,2102374,MA,Cachoeira Grande,9'478,9'524,9'732,9'908,10'004,10'032
210240,2102408,MA,Cajapió,11'216,11'255,10'121,10'404,10'342,10'336
210250,2102507,MA,Cajari,19'451,19'521,16'412,16'889,16'711,16'680
210255,2102556,MA,Campestre do Maranhão,14'453,14'530,12'301,12'649,12'553,12'536
210260,2102606,MA,Cândido Mendes,20'278,20'376,19'932,20'366,20'413,20'440
210270,2102705,MA,Cantanhede,22'117,22'236,24'303,24'679,24'976,25'059
210275,2102754,MA,Capinzal do Norte,10'935,10'937,11'374,11'620,11'664,11'681
210280,2102804,MA,Carolina,24'165,24'151,24'062,24'650,24'606,24'619
210290,2102903,MA,Carutapera,23'952,24'095,24'238,24'726,24'855,24'906
210300,2103000,MA,Caxias,165'525,166'159,156'973,163'476,163'428,163'546
210310,2103109,MA,Cedral,10'693,10'711,10'208,10'468,10'444,10'446
210312,2103125,MA,Central do Maranhão,8'740,8'806,7'094,7'293,7'233,7'220
210315,2103158,MA,Centro do Guilherme,13'670,13'876,12'342,12'594,12'668,12'693
210317,2103174,MA,Centro Novo do Maranhão,21'840,22'056,16'267,16'755,16'529,16'477
210320,2103208,MA,Chapadinha,80'195,80'705,81'386,83'675,84'202,84'395
210325,2103257,MA,Cidelândia,14'777,14'855,12'878,13'250,13'152,13'141
210330,2103307,MA,Codó,123'116,123'368,114'275,118'783,118'295,118'283
210340,2103406,MA,Coelho Neto,49'621,49'804,41'658,43'393,42'918,42'841
210350,2103505,MA,Colinas,41'312,41'443,40'316,41'703,41'745,41'788
210355,2103554,MA,Conceição do Lago-Açu,16'400,16'559,14'915,15'263,15'264,15'278
210360,2103604,MA,Coroatá,65'544,65'788,59'566,61'632,61'351,61'337
210370,2103703,MA,Cururupu,32'626,32'559,31'558,32'752,32'608,32'602
210375,2103752,MA,Davinópolis,12'916,12'923,14'404,14'645,14'788,14'828
210380,2103802,MA,Dom Pedro,23'372,23'393,23'053,23'596,23'579,23'594
210390,2103901,MA,Duque Bacelar,11'401,11'451,10'223,10'494,10'448,10'443
210400,2104008,MA,Esperantinópolis,17'104,16'971,18'311,18'762,18'725,18'734
210405,2104057,MA,Estreito,42'527,43'097,33'294,34'582,34'353,34'321
210407,2104073,MA,Feira Nova do Maranhão,8'484,8'506,8'048,8'247,8'236,8'237
210408,2104081,MA,Fernando Falcão,10'460,10'559,10'873,11'040,11'184,11'219
210409,2104099,MA,Formosa da Serra Negra,19'258,19'425,17'719,18'154,18'133,18'150
210410,2104107,MA,Fortaleza dos Nogueiras,12'647,12'662,12'640,12'929,12'951,12'963
210420,2104206,MA,Fortuna,17'790,17'812,16'976,17'389,17'346,17'347
210430,2104305,MA,Godofredo Viana,11'963,12'104,10'186,10'428,10'422,10'424
210440,2104404,MA,Gonçalves Dias,17'944,17'953,17'206,17'634,17'579,17'580
210450,2104503,MA,Governador Archer,10'886,10'931,10'231,10'472,10'472,10'476
210455,2104552,MA,Governador Edison Lobão,18'520,18'740,18'411,18'734,18'908,18'963
210460,2104602,MA,Governador Eugênio Barros,14'656,14'703,13'930,14'289,14'258,14'264
210462,2104628,MA,Governador Luiz Rocha,7'844,7'878,7'063,7'245,7'219,7'216
210465,2104651,MA,Governador Newton Bello,10'151,10'121,10'713,10'972,10'981,10'993
210467,2104677,MA,Governador Nunes Freire,25'539,25'502,23'128,23'829,23'563,23'526
210470,2104701,MA,Graça Aranha,6'261,6'261,6'023,6'169,6'161,6'160
210480,2104800,MA,Grajaú,70'065,70'692,73'872,75'640,76'578,76'837
210490,2104909,MA,Guimarães,11'997,11'966,10'290,10'608,10'470,10'439
210500,2105005,MA,Humberto de Campos,28'932,29'143,25'680,26'656,26'546,26'550
210510,2105104,MA,Icatu,27'269,27'423,24'794,25'419,25'332,25'332
210515,2105153,MA,Igarapé do Meio,14'324,14'470,13'974,14'275,14'350,14'383
210520,2105203,MA,Igarapé Grande,11'387,11'453,10'231,10'506,10'463,10'461
210530,2105302,MA,Imperatriz,259'337,259'980,273'110,283'028,285'146,285'806
210535,2105351,MA,Itaipava do Grajaú,16'005,16'158,13'828,14'201,14'143,14'142
210540,2105401,MA,Itapecuru Mirim,68'723,69'233,60'440,62'497,62'269,62'264
210542,2105427,MA,Itinga do Maranhão,26'068,26'134,22'513,23'152,22'934,22'896
210545,2105450,MA,Jatobá,10'310,10'464,7'471,7'670,7'610,7'593
210547,2105476,MA,Jenipapo dos Vieiras,17'040,17'123,17'076,17'407,17'499,17'529
210550,2105500,MA,João Lisboa,23'740,23'677,24'709,25'280,25'287,25'311
210560,2105609,MA,Joselândia,16'198,16'228,14'924,15'315,15'235,15'227
210565,2105658,MA,Junco do Maranhão,4'392,4'334,5'146,5'259,5'275,5'282
210570,2105708,MA,Lago da Pedra,50'616,50'959,44'403,46'083,45'875,45'865
210580,2105807,MA,Lago do Junco,10'869,10'900,9'506,9'781,9'700,9'687
210590,2105906,MA,Lago Verde,16'314,16'369,14'769,15'164,15'077,15'069
210592,2105922,MA,Lagoa do Mato,11'265,11'280,10'572,10'847,10'809,10'806
210594,2105948,MA,Lago dos Rodrigues,8'857,8'841,8'758,8'990,8'961,8'962
210596,2105963,MA,Lagoa Grande do Maranhão,11'464,11'534,11'411,11'655,11'710,11'731
210598,2105989,MA,Lajeado Novo,7'602,7'653,7'057,7'225,7'227,7'232
210600,2106003,MA,Lima Campos,11'918,11'943,11'297,11'586,11'558,11'559
210610,2106102,MA,Loreto,12'214,12'271,11'597,11'889,11'876,11'884
210620,2106201,MA,Luís Domingues,6'984,7'016,7'161,7'296,7'351,7'366
210630,2106300,MA,Magalhães de Almeida,20'029,20'228,13'807,14'276,14'001,13'933
210632,2106326,MA,Maracaçumé,21'586,21'773,21'149,21'551,21'686,21'730
210635,2106359,MA,Marajá do Sena,7'775,7'757,7'027,7'209,7'165,7'153
210637,2106375,MA,Maranhãozinho,16'511,16'754,13'761,14'092,14'086,14'092
210640,2106409,MA,Mata Roma,16'977,17'122,17'090,17'413,17'537,17'581
210650,2106508,MA,Matinha,23'482,23'591,22'034,22'581,22'530,22'540
210660,2106607,MA,Matões,33'943,34'099,32'174,33'344,33'300,33'327
210663,2106631,MA,Matões do Norte,17'033,17'316,17'432,17'632,17'945,18'021
210667,2106672,MA,Milagres do Maranhão,8'483,8'502,8'818,9'017,9'048,9'065
210670,2106706,MA,Mirador,21'031,21'045,21'030,21'520,21'518,21'536
210675,2106755,MA,Miranda do Norte,28'754,29'121,23'864,24'485,24'377,24'373
210680,2106805,MA,Mirinzal,15'011,15'059,13'978,14'334,14'297,14'298
210690,2106904,MA,Monção,33'664,33'888,27'751,28'897,28'606,28'563
210700,2107001,MA,Montes Altos,9'111,9'064,9'106,9'336,9'309,9'306
210710,2107100,MA,Morros,19'572,19'708,18'554,18'982,18'994,19'015
210720,2107209,MA,Nina Rodrigues,14'642,14'826,14'176,14'402,14'551,14'589
210725,2107258,MA,Nova Colinas,5'427,5'469,5'021,5'138,5'144,5'148
210730,2107308,MA,Nova Iorque,4'682,4'682,4'320,4'415,4'412,4'409
210735,2107357,MA,Nova Olinda do Maranhão,21'080,21'228,14'314,14'826,14'468,14'379
210740,2107407,MA,Olho d'Água das Cunhãs,19'561,19'616,17'919,18'393,18'295,18'288
210745,2107456,MA,Olinda Nova do Maranhão,14'836,14'968,13'577,13'912,13'909,13'921
210750,2107506,MA,Paço do Lumiar,123'747,125'265,145'643,148'800,152'306,153'158
210760,2107605,MA,Palmeirândia,19'781,19'840,21'059,21'453,21'606,21'657
210770,2107704,MA,Paraibano,21'479,21'571,18'274,18'778,18'619,18'589
210780,2107803,MA,Parnarama,35'008,35'108,31'250,32'454,32'256,32'232
210790,2107902,MA,Passagem Franca,19'137,19'253,17'220,17'641,17'592,17'591
210800,2108009,MA,Pastos Bons,19'583,19'693,18'802,19'222,19'246,19'266
210805,2108058,MA,Paulino Neves,16'166,16'295,17'056,17'327,17'523,17'578
210810,2108108,MA,Paulo Ramos,21'066,21'092,20'341,20'852,20'792,20'798
210820,2108207,MA,Pedreiras,39'191,39'153,37'050,38'504,38'267,38'252
210825,2108256,MA,Pedro do Rosário,25'354,25'560,24'320,24'833,24'917,24'955
210830,2108306,MA,Penalva,38'731,38'987,32'511,33'803,33'534,33'496
210840,2108405,MA,Peri Mirim,14'345,14'371,11'108,11'495,11'277,11'229
210845,2108454,MA,Peritoró,23'364,23'530,20'479,21'009,20'910,20'903
210850,2108504,MA,Pindaré-Mirim,33'065,33'186,31'429,32'563,32'521,32'542
210860,2108603,MA,Pinheiro,83'777,84'160,84'621,87'425,87'919,88'091
210870,2108702,MA,Pio XII,21'379,21'274,21'886,22'449,22'369,22'374
210880,2108801,MA,Pirapemas,18'720,18'814,17'714,18'129,18'120,18'132
210890,2108900,MA,Poção de Pedras,17'595,17'321,17'161,17'706,17'444,17'394
210900,2109007,MA,Porto Franco,24'092,24'294,23'903,24'361,24'517,24'571
210905,2109056,MA,Porto Rico do Maranhão,5'955,5'936,5'954,6'105,6'091,6'092
210910,2109106,MA,Presidente Dutra,48'036,48'264,45'155,46'574,46'578,46'606
210920,2109205,MA,Presidente Juscelino,12'838,12'939,11'356,11'642,11'616,11'616
210923,2109239,MA,Presidente Médici,7'070,7'124,4'696,4'838,4'748,4'717
210927,2109270,MA,Presidente Sarney,19'069,19'217,17'511,17'927,17'913,17'925
210930,2109304,MA,Presidente Vargas,11'261,11'328,10'549,10'806,10'791,10'791
210940,2109403,MA,Primeira Cruz,15'431,15'545,13'614,13'981,13'922,13'920
210945,2109452,MA,Raposa,31'177,31'586,30'839,31'666,32'054,32'156
210950,2109502,MA,Riachão,20'334,20'288,22'145,22'616,22'699,22'740
210955,2109551,MA,Ribamar Fiquene,7'825,7'859,7'420,7'601,7'597,7'601
210960,2109601,MA,Rosário,42'994,43'243,38'475,39'913,39'763,39'761
210970,2109700,MA,Sambaíba,5'679,5'686,5'568,5'686,5'701,6'234
210975,2109759,MA,Santa Filomena do Maranhão,7'826,7'878,6'697,6'857,6'839,6'833
210980,2109809,MA,Santa Helena,42'483,42'829,41'561,42'888,43'112,43'200
210990,2109908,MA,Santa Inês,89'489,89'927,85'014,88'126,88'167,88'249
211000,2110005,MA,Santa Luzia,72'887,73'105,57'635,60'114,59'037,58'839
211003,2110039,MA,Santa Luzia do Paruá,25'371,25'487,24'307,24'869,24'870,24'890
211010,2110104,MA,Santa Quitéria do Maranhão,25'764,25'884,23'957,24'551,24'489,24'495
211020,2110203,MA,Santa Rita,38'298,38'732,37'035,38'129,38'446,38'542
211023,2110237,MA,Santana do Maranhão,13'547,13'704,10'567,10'869,10'777,10'759
211027,2110278,MA,Santo Amaro do Maranhão,16'034,16'219,13'949,14'286,14'280,14'287
211030,2110302,MA,Santo Antônio dos Lopes,14'522,14'516,14'304,14'649,14'623,14'628
